chord_name,chord_symbol,chord_type,root_note,chord_tones,chord_intervals,inversion_type,bass_note,chord_quality,tension_extensions,alterations,common_progressions,chord_scale_relationship,harmonic_series_ratios
A thirteenth,A13,thirteenth,Tone_A,"Tone_A, Tone_C#, Tone_E, Tone_G, Tone_B, Tone_D, Tone_F#","0,4,7,10,14,17,21",5,D,dominant,"14,17,21",none,"ii-V-I, IV-V-I",chromatic_or_modal,1:5/4:3/2:16/9:9/4:11/4:13/4
A thirteenth,A13,thirteenth,Tone_A,"Tone_A, Tone_C#, Tone_E, Tone_G, Tone_B, Tone_D, Tone_F#","0,4,7,10,14,17,21",6,F#,dominant,"14,17,21",none,"ii-V-I, IV-V-I",chromatic_or_modal,1:5/4:3/2:16/9:9/4:11/4:13/4
A add9,Aadd9,add9,Tone_A,"Tone_A, Tone_C#, Tone_E, Tone_B","0,4,7,14",root,A,added-tone,14,none,"I-vi-IV-V, vi-IV-I-V",chromatic_or_modal,
A add9,Aadd9,add9,Tone_A,"Tone_A, Tone_C#, Tone_E, Tone_B","0,4,7,14",1,C#,added-tone,14,none,"I-vi-IV-V, vi-IV-I-V",chromatic_or_modal,
A add9,Aadd9,add9,Tone_A,"Tone_A, Tone_C#, Tone_E, Tone_B","0,4,7,14",2,E,added-tone,14,none,"I-vi-IV-V, vi-IV-I-V",chromatic_or_modal,
A add9,Aadd9,add9,Tone_A,"Tone_A, Tone_C#, Tone_E, Tone_B","0,4,7,14",3,B,added-tone,14,none,"I-vi-IV-V, vi-IV-I-V",chromatic_or_modal,
A sus2,Asus2,sus2,Tone_A,"Tone_A, Tone_B, Tone_E","0,2,7",root,A,suspended,none,2,"I-vi-IV-V, vi-IV-I-V",chromatic_or_modal,
A sus2,Asus2,sus2,Tone_A,"Tone_A, Tone_B, Tone_E","0,2,7",1,B,suspended,none,2,"I-vi-IV-V, vi-IV-I-V",chromatic_or_modal,
A sus2,Asus2,sus2,Tone_A,"Tone_A, Tone_B, Tone_E","0,2,7",2,E,suspended,none,2,"I-vi-IV-V, vi-IV-I-V",chromatic_or_modal,
A sus4,Asus4,sus4,Tone_A,"Tone_A, Tone_D, Tone_E","0,5,7",root,A,suspended,none,5,"I-vi-IV-V, vi-IV-I-V",chromatic_or_modal,
A sus4,Asus4,sus4,Tone_A,"Tone_A, Tone_D, Tone_E","0,5,7",1,D,suspended,none,5,"I-vi-IV-V, vi-IV-I-V",chromatic_or_modal,
A sus4,Asus4,sus4,Tone_A,"Tone_A, Tone_D, Tone_E","0,5,7",2,E,suspended,none,5,"I-vi-IV-V, vi-IV-I-V",chromatic_or_modal,
A# major,A#M,major,Tone_A#,"Tone_A#, Tone_D, Tone_F","0,4,7",root,A#,major,none,none,"I-vi-IV-V, vi-IV-I-V",major_scale,1:5/4:3/2
A# major,A#M,major,Tone_A#,"Tone_A#, Tone_D, Tone_F","0,4,7",1,D,major,none,none,"I-vi-IV-V, vi-IV-I-V",major_scale,1:5/4:3/2
A# major,A#M,major,Tone_A#,"Tone_A#, Tone_D, Tone_F","0,4,7",2,F,major,none,none,"I-vi-IV-V, vi-IV-I-V",major_scale,1:5/4:3/2
A# minor,A#m,minor,Tone_A#,"Tone_A#, Tone_C#, Tone_F","0,3,7",root,A#,minor,none,3,"I-vi-IV-V, vi-IV-I-V",natural_minor_scale,1:6/5:3/2
A# minor,A#m,minor,Tone_A#,"Tone_A#, Tone_C#, Tone_F","0,3,7",1,C#,minor,none,3,"I-vi-IV-V, vi-IV-I-V",natural_minor_scale,1:6/5:3/2
A# minor,A#m,minor,Tone_A#,"Tone_A#, Tone_C#, Tone_F","0,3,7",2,F,minor,none,3,"I-vi-IV-V, vi-IV-I-V",natural_minor_scale,1:6/5:3/2
A# diminished,A#dim,diminished,Tone_A#,"Tone_A#, Tone_C#, Tone_E","0,3,6",root,A#,diminished,none,"3,6","I-ii-V-I, I-IV-V-I",chromatic_or_modal,
A# diminished,A#dim,diminished,Tone_A#,"Tone_A#, Tone_C#, Tone_E","0,3,6",1,C#,diminished,none,"3,6","I-ii-V-I, I-IV-V-I",chromatic_or_modal,
A# diminished,A#dim,diminished,Tone_A#,"Tone_A#, Tone_C#, Tone_E","0,3,6",2,E,diminished,none,"3,6","I-ii-V-I, I-IV-V-I",chromatic_or_modal,
A# augmented,A#aug,augmented,Tone_A#,"Tone_A#, Tone_D, Tone_F#","0,4,8",root,A#,augmented,none,8,"I-vi-IV-V, vi-IV-I-V",chromatic_or_modal,
A# augmented,A#aug,augmented,Tone_A#,"Tone_A#, Tone_D, Tone_F#","0,4,8",1,D,augmented,none,8,"I-vi-IV-V, vi-IV-I-V",chromatic_or_modal,
A# augmented,A#aug,augmented,Tone_A#,"Tone_A#, Tone_D, Tone_F#","0,4,8",2,F#,augmented,none,8,"I-vi-IV-V, vi-IV-I-V",chromatic_or_modal,
A# major_seventh,A#M7,major_seventh,Tone_A#,"Tone_A#, Tone_D, Tone_F, Tone_A","0,4,7,11",root,A#,major,none,11,"ii-V-I, IV-V-I",chromatic_or_modal,1:5/4:3/2:15/8
A# major_seventh,A#M7,major_seventh,Tone_A#,"Tone_A#, Tone_D, Tone_F, Tone_A","0,4,7,11",1,D,major,none,11,"ii-V-I, IV-V-I",chromatic_or_modal,1:5/4:3/2:15/8
A# major_seventh,A#M7,major_seventh,Tone_A#,"Tone_A#, Tone_D, Tone_F, Tone_A","0,4,7,11",2,F,major,none,11,"ii-V-I, IV-V-I",chromatic_or_modal,1:5/4:3/2:15/8
A# major_seventh,A#M7,major_seventh,Tone_A#,"Tone_A#, Tone_D, Tone_F, Tone_A","0,4,7,11",3,A,major,none,11,"ii-V-I, IV-V-I",chromatic_or_modal,1:5/4:3/2:15/8
A# minor_seventh,A#m7,minor_seventh,Tone_A#,"Tone_A#, Tone_C#, Tone_F, Tone_G#","0,3,7,10",root,A#,minor,none,3,"ii-V-I, IV-V-I",chromatic_or_modal,
A# minor_seventh,A#m7,minor_seventh,Tone_A#,"Tone_A#, Tone_C#, Tone_F, Tone_G#","0,3,7,10",1,C#,minor,none,3,"ii-V-I, IV-V-I",chromatic_or_modal,
A# minor_seventh,A#m7,minor_seventh,Tone_A#,"Tone_A#, Tone_C#, Tone_F, Tone_G#","0,3,7,10",2,F,minor,none,3,"ii-V-I, IV-V-I",chromatic_or_modal,
A# minor_seventh,A#m7,minor_seventh,Tone_A#,"Tone_A#, Tone_C#, Tone_F, Tone_G#","0,3,7,10",3,G#,minor,none,3,"ii-V-I, IV-V-I",chromatic_or_modal,
A# dominant_seventh,A#7,dominant_seventh,Tone_A#,"Tone_A#, Tone_D, Tone_F, Tone_G#","0,4,7,10",root,A#,dominant,none,none,"ii-V-I, IV-V-I",chromatic_or_modal,1:5/4:3/2:16/9
A# dominant_seventh,A#7,dominant_seventh,Tone_A#,"Tone_A#, Tone_D, Tone_F, Tone_G#","0,4,7,10",1,D,dominant,none,none,"ii-V-I, IV-V-I",chromatic_or_modal,1:5/4:3/2:16/9
A# dominant_seventh,A#7,dominant_seventh,Tone_A#,"Tone_A#, Tone_D, Tone_F, Tone_G#","0,4,7,10",2,F,dominant,none,none,"ii-V-I, IV-V-I",chromatic_or_modal,1:5/4:3/2:16/9
A# dominant_seventh,A#7,dominant_seventh,Tone_A#,"Tone_A#, Tone_D, Tone_F, Tone_G#","0,4,7,10",3,G#,dominant,none,none,"ii-V-I, IV-V-I",chromatic_or_modal,1:5/4:3/2:16/9
A# diminished_seventh,A#dim7,diminished_seventh,Tone_A#,"Tone_A#, Tone_C#, Tone_E, Tone_G","0,3,6,9",root,A#,diminished,none,"3,6,9","ii-V-I, IV-V-I",chromatic_or_modal,
A# diminished_seventh,A#dim7,diminished_seventh,Tone_A#,"Tone_A#, Tone_C#, Tone_E, Tone_G","0,3,6,9",1,C#,diminished,none,"3,6,9","ii-V-I, IV-V-I",chromatic_or_modal,
A# diminished_seventh,A#dim7,diminished_seventh,Tone_A#,"Tone_A#, Tone_C#, Tone_E, Tone_G","0,3,6,9",2,E,diminished,none,"3,6,9","ii-V-I, IV-V-I",chromatic_or_modal,
A# diminished_seventh,A#dim7,diminished_seventh,Tone_A#,"Tone_A#, Tone_C#, Tone_E, Tone_G","0,3,6,9",3,G,diminished,none,"3,6,9","ii-V-I, IV-V-I",chromatic_or_modal,
A# half_diminished,A#m7b5,half_diminished,Tone_A#,"Tone_A#, Tone_C#, Tone_E, Tone_G#","0,3,6,10",root,A#,half-diminished,none,"3,6","ii-V-I, IV-V-I",chromatic_or_modal,
A# half_diminished,A#m7b5,half_diminished,Tone_A#,"Tone_A#, Tone_C#, Tone_E, Tone_G#","0,3,6,10",1,C#,half-diminished,none,"3,6","ii-V-I, IV-V-I",chromatic_or_modal,
A# half_diminished,A#m7b5,half_diminished,Tone_A#,"Tone_A#, Tone_C#, Tone_E, Tone_G#","0,3,6,10",2,E,half-diminished,none,"3,6","ii-V-I, IV-V-I",chromatic_or_modal,
A# half_diminished,A#m7b5,half_diminished,Tone_A#,"Tone_A#, Tone_C#, Tone_E, Tone_G#","0,3,6,10",3,G#,half-diminished,none,"3,6","ii-V-I, IV-V-I",chromatic_or_modal,
A# minor_major_seventh,A#mM7,minor_major_seventh,Tone_A#,"Tone_A#, Tone_C#, Tone_F, Tone_A","0,3,7,11",root,A#,minor,none,"3,11","ii-V-I, IV-V-I",chromatic_or_modal,
A# minor_major_seventh,A#mM7,minor_major_seventh,Tone_A#,"Tone_A#, Tone_C#, Tone_F, Tone_A","0,3,7,11",1,C#,minor,none,"3,11","ii-V-I, IV-V-I",chromatic_or_modal,
A# minor_major_seventh,A#mM7,minor_major_seventh,Tone_A#,"Tone_A#, Tone_C#, Tone_F, Tone_A","0,3,7,11",2,F,minor,none,"3,11","ii-V-I, IV-V-I",chromatic_or_modal,
A# minor_major_seventh,A#mM7,minor_major_seventh,Tone_A#,"Tone_A#, Tone_C#, Tone_F, Tone_A","0,3,7,11",3,A,minor,none,"3,11","ii-V-I, IV-V-I",chromatic_or_modal,
A# ninth,A#9,ninth,Tone_A#,"Tone_A#, Tone_D, Tone_F, Tone_G#, Tone_C","0,4,7,10,14",root,A#,dominant,14,none,"ii-V-I, IV-V-I",chromatic_or_modal,1:5/4:3/2:16/9:9/4
A# ninth,A#9,ninth,Tone_A#,"Tone_A#, Tone_D, Tone_F, Tone_G#, Tone_C","0,4,7,10,14",1,D,dominant,14,none,"ii-V-I, IV-V-I",chromatic_or_modal,1:5/4:3/2:16/9:9/4
A# ninth,A#9,ninth,Tone_A#,"Tone_A#, Tone_D, Tone_F, Tone_G#, Tone_C","0,4,7,10,14",2,F,dominant,14,none,"ii-V-I, IV-V-I",chromatic_or_modal,1:5/4:3/2:16/9:9/4
A# ninth,A#9,ninth,Tone_A#,"Tone_A#, Tone_D, Tone_F, Tone_G#, Tone_C","0,4,7,10,14",3,G#,dominant,14,none,"ii-V-I, IV-V-I",chromatic_or_modal,1:5/4:3/2:16/9:9/4
A# ninth,A#9,ninth,Tone_A#,"Tone_A#, Tone_D, Tone_F, Tone_G#, Tone_C","0,4,7,10,14",4,C,dominant,14,none,"ii-V-I, IV-V-I",chromatic_or_modal,1:5/4:3/2:16/9:9/4
A# eleventh,A#11,eleventh,Tone_A#,"Tone_A#, Tone_D, Tone_F, Tone_G#, Tone_C, Tone_D#","0,4,7,10,14,17",root,A#,dominant,"14,17",none,"ii-V-I, IV-V-I",chromatic_or_modal,1:5/4:3/2:16/9:9/4:11/4
A# eleventh,A#11,eleventh,Tone_A#,"Tone_A#, Tone_D, Tone_F, Tone_G#, Tone_C, Tone_D#","0,4,7,10,14,17",1,D,dominant,"14,17",none,"ii-V-I, IV-V-I",chromatic_or_modal,1:5/4:3/2:16/9:9/4:11/4
A# eleventh,A#11,eleventh,Tone_A#,"Tone_A#, Tone_D, Tone_F, Tone_G#, Tone_C, Tone_D#","0,4,7,10,14,17",2,F,dominant,"14,17",none,"ii-V-I, IV-V-I",chromatic_or_modal,1:5/4:3/2:16/9:9/4:11/4
A# eleventh,A#11,eleventh,Tone_A#,"Tone_A#, Tone_D, Tone_F, Tone_G#, Tone_C, Tone_D#","0,4,7,10,14,17",3,G#,dominant,"14,17",none,"ii-V-I, IV-V-I",chromatic_or_modal,1:5/4:3/2:16/9:9/4:11/4
A# eleventh,A#11,eleventh,Tone_A#,"Tone_A#, Tone_D, Tone_F, Tone_G#, Tone_C, Tone_D#","0,4,7,10,14,17",4,C,dominant,"14,17",none,"ii-V-I, IV-V-I",chromatic_or_modal,1:5/4:3/2:16/9:9/4:11/4
A# eleventh,A#11,eleventh,Tone_A#,"Tone_A#, Tone_D, Tone_F, Tone_G#, Tone_C, Tone_D#","0,4,7,10,14,17",5,D#,dominant,"14,17",none,"ii-V-I, IV-V-I",chromatic_or_modal,1:5/4:3/2:16/9:9/4:11/4
A# thirteenth,A#13,thirteenth,Tone_A#,"Tone_A#, Tone_D, Tone_F, Tone_G#, Tone_C, Tone_D#, Tone_G","0,4,7,10,14,17,21",root,A#,dominant,"14,17,21",none,"ii-V-I, IV-V-I",chromatic_or_modal,1:5/4:3/2:16/9:9/4:11/4:13/4
A# thirteenth,A#13,thirteenth,Tone_A#,"Tone_A#, Tone_D, Tone_F, Tone_G#, Tone_C, Tone_D#, Tone_G","0,4,7,10,14,17,21",1,D,dominant,"14,17,21",none,"ii-V-I, IV-V-I",chromatic_or_modal,1:5/4:3/2:16/9:9/4:11/4:13/4
A# thirteenth,A#13,thirteenth,Tone_A#,"Tone_A#, Tone_D, Tone_F, Tone_G#, Tone_C, Tone_D#, Tone_G","0,4,7,10,14,17,21",2,F,dominant,"14,17,21",none,"ii-V-I, IV-V-I",chromatic_or_modal,1:5/4:3/2:16/9:9/4:11/4:13/4
A# thirteenth,A#13,thirteenth,Tone_A#,"Tone_A#, Tone_D, Tone_F, Tone_G#, Tone_C, Tone_D#, Tone_G","0,4,7,10,14,17,21",3,G#,dominant,"14,17,21",none,"ii-V-I, IV-V-I",chromatic_or_modal,1:5/4:3/2:16/9:9/4:11/4:13/4
A# thirteenth,A#13,thirteenth,Tone_A#,"Tone_A#, Tone_D, Tone_F, Tone_G#, Tone_C, Tone_D#, Tone_G","0,4,7,10,14,17,21",4,C,dominant,"14,17,21",none,"ii-V-I, IV-V-I",chromatic_or_modal,1:5/4:3/2:16/9:9/4:11/4:13/4
A# thirteenth,A#13,thirteenth,Tone_A#,"Tone_A#, Tone_D, Tone_F, Tone_G#, Tone_C, Tone_D#, Tone_G","0,4,7,10,14,17,21",5,D#,dominant,"14,17,21",none,"ii-V-I, IV-V-I",chromatic_or_modal,1:5/4:3/2:16/9:9/4:11/4:13/4
A# thirteenth,A#13,thirteenth,Tone_A#,"Tone_A#, Tone_D, Tone_F, Tone_G#, Tone_C, Tone_D#, Tone_G","0,4,7,10,14,17,21",6,G,dominant,"14,17,21",none,"ii-V-I, IV-V-I",chromatic_or_modal,1:5/4:3/2:16/9:9/4:11/4:13/4
A# add9,A#add9,add9,Tone_A#,"Tone_A#, Tone_D, Tone_F, Tone_C","0,4,7,14",root,A#,added-tone,14,none,"I-vi-IV-V, vi-IV-I-V",chromatic_or_modal,
A# add9,A#add9,add9,Tone_A#,"Tone_A#, Tone_D, Tone_F, Tone_C","0,4,7,14",1,D,added-tone,14,none,"I-vi-IV-V, vi-IV-I-V",chromatic_or_modal,
A# add9,A#add9,add9,Tone_A#,"Tone_A#, Tone_D, Tone_F, Tone_C","0,4,7,14",2,F,added-tone,14,none,"I-vi-IV-V, vi-IV-I-V",chromatic_or_modal,
A# add9,A#add9,add9,Tone_A#,"Tone_A#, Tone_D, Tone_F, Tone_C","0,4,7,14",3,C,added-tone,14,none,"I-vi-IV-V, vi-IV-I-V",chromatic_or_modal,
A# sus2,A#sus2,sus2,Tone_A#,"Tone_A#, Tone_C, Tone_F","0,2,7",root,A#,suspended,none,2,"I-vi-IV-V, vi-IV-I-V",chromatic_or_modal,
A# sus2,A#sus2,sus2,Tone_A#,"Tone_A#, Tone_C, Tone_F","0,2,7",1,C,suspended,none,2,"I-vi-IV-V, vi-IV-I-V",chromatic_or_modal,
A# sus2,A#sus2,sus2,Tone_A#,"Tone_A#, Tone_C, Tone_F","0,2,7",2,F,suspended,none,2,"I-vi-IV-V, vi-IV-I-V",chromatic_or_modal,
A# sus4,A#sus4,sus4,Tone_A#,"Tone_A#, Tone_D#, Tone_F","0,5,7",root,A#,suspended,none,5,"I-vi-IV-V, vi-IV-I-V",chromatic_or_modal,
A# sus4,A#sus4,sus4,Tone_A#,"Tone_A#, Tone_D#, Tone_F","0,5,7",1,D#,suspended,none,5,"I-vi-IV-V, vi-IV-I-V",chromatic_or_modal,
A# sus4,A#sus4,sus4,Tone_A#,"Tone_A#, Tone_D#, Tone_F","0,5,7",2,F,suspended,none,5,"I-vi-IV-V, vi-IV-I-V",chromatic_or_modal,
B major,BM,major,Tone_B,"Tone_B, Tone_D#, Tone_F#","0,4,7",root,B,major,none,none,"I-vi-IV-V, vi-IV-I-V",major_scale,1:5/4:3/2
B major,BM,major,Tone_B,"Tone_B, Tone_D#, Tone_F#","0,4,7",1,D#,major,none,none,"I-vi-IV-V, vi-IV-I-V",major_scale,1:5/4:3/2
B major,BM,major,Tone_B,"Tone_B, Tone_D#, Tone_F#","0,4,7",2,F#,major,none,none,"I-vi-IV-V, vi-IV-I-V",major_scale,1:5/4:3/2
B minor,Bm,minor,Tone_B,"Tone_B, Tone_D, Tone_F#","0,3,7",root,B,minor,none,3,"I-vi-IV-V, vi-IV-I-V",natural_minor_scale,1:6/5:3/2
B minor,Bm,minor,Tone_B,"Tone_B, Tone_D, Tone_F#","0,3,7",1,D,minor,none,3,"I-vi-IV-V, vi-IV-I-V",natural_minor_scale,1:6/5:3/2
B minor,Bm,minor,Tone_B,"Tone_B, Tone_D, Tone_F#","0,3,7",2,F#,minor,none,3,"I-vi-IV-V, vi-IV-I-V",natural_minor_scale,1:6/5:3/2
B diminished,Bdim,diminished,Tone_B,"Tone_B, Tone_D, Tone_F","0,3,6",root,B,diminished,none,"3,6","I-ii-V-I, I-IV-V-I",chromatic_or_modal,
B diminished,Bdim,diminished,Tone_B,"Tone_B, Tone_D, Tone_F","0,3,6",1,D,diminished,none,"3,6","I-ii-V-I, I-IV-V-I",chromatic_or_modal,
B diminished,Bdim,diminished,Tone_B,"Tone_B, Tone_D, Tone_F","0,3,6",2,F,diminished,none,"3,6","I-ii-V-I, I-IV-V-I",chromatic_or_modal,
B augmented,Baug,augmented,Tone_B,"Tone_B, Tone_D#, Tone_G","0,4,8",root,B,augmented,none,8,"I-vi-IV-V, vi-IV-I-V",chromatic_or_modal,
B augmented,Baug,augmented,Tone_B,"Tone_B, Tone_D#, Tone_G","0,4,8",1,D#,augmented,none,8,"I-vi-IV-V, vi-IV-I-V",chromatic_or_modal,
B augmented,Baug,augmented,Tone_B,"Tone_B, Tone_D#, Tone_G","0,4,8",2,G,augmented,none,8,"I-vi-IV-V, vi-IV-I-V",chromatic_or_modal,
B major_seventh,BM7,major_seventh,Tone_B,"Tone_B, Tone_D#, Tone_F#, Tone_A#","0,4,7,11",root,B,major,none,11,"ii-V-I, IV-V-I",chromatic_or_modal,1:5/4:3/2:15/8
B major_seventh,BM7,major_seventh,Tone_B,"Tone_B, Tone_D#, Tone_F#, Tone_A#","0,4,7,11",1,D#,major,none,11,"ii-V-I, IV-V-I",chromatic_or_modal,1:5/4:3/2:15/8
B major_seventh,BM7,major_seventh,Tone_B,"Tone_B, Tone_D#, Tone_F#, Tone_A#","0,4,7,11",2,F#,major,none,11,"ii-V-I, IV-V-I",chromatic_or_modal,1:5/4:3/2:15/8
B major_seventh,BM7,major_seventh,Tone_B,"Tone_B, Tone_D#, Tone_F#, Tone_A#","0,4,7,11",3,A#,major,none,11,"ii-V-I, IV-V-I",chromatic_or_modal,1:5/4:3/2:15/8
B minor_seventh,Bm7,minor_seventh,Tone_B,"Tone_B, Tone_D, Tone_F#, Tone_A","0,3,7,10",root,B,minor,none,3,"ii-V-I, IV-V-I",chromatic_or_modal,
B minor_seventh,Bm7,minor_seventh,Tone_B,"Tone_B, Tone_D, Tone_F#, Tone_A","0,3,7,10",1,D,minor,none,3,"ii-V-I, IV-V-I",chromatic_or_modal,
B minor_seventh,Bm7,minor_seventh,Tone_B,"Tone_B, Tone_D, Tone_F#, Tone_A","0,3,7,10",2,F#,minor,none,3,"ii-V-I, IV-V-I",chromatic_or_modal,
B minor_seventh,Bm7,minor_seventh,Tone_B,"Tone_B, Tone_D, Tone_F#, Tone_A","0,3,7,10",3,A,minor,none,3,"ii-V-I, IV-V-I",chromatic_or_modal,
B dominant_seventh,B7,dominant_seventh,Tone_B,"Tone_B, Tone_D#, Tone_F#, Tone_A","0,4,7,10",root,B,dominant,none,none,"ii-V-I, IV-V-I",chromatic_or_modal,1:5/4:3/2:16/9
B dominant_seventh,B7,dominant_seventh,Tone_B,"Tone_B, Tone_D#, Tone_F#, Tone_A","0,4,7,10",1,D#,dominant,none,none,"ii-V-I, IV-V-I",chromatic_or_modal,1:5/4:3/2:16/9
B dominant_seventh,B7,dominant_seventh,Tone_B,"Tone_B, Tone_D#, Tone_F#, Tone_A","0,4,7,10",2,F#,dominant,none,none,"ii-V-I, IV-V-I",chromatic_or_modal,1:5/4:3/2:16/9
B dominant_seventh,B7,dominant_seventh,Tone_B,"Tone_B, Tone_D#, Tone_F#, Tone_A","0,4,7,10",3,A,dominant,none,none,"ii-V-I, IV-V-I",chromatic_or_modal,1:5/4:3/2:16/9
B diminished_seventh,Bdim7,diminished_seventh,Tone_B,"Tone_B, Tone_D, Tone_F, Tone_G#","0,3,6,9",root,B,diminished,none,"3,6,9","ii-V-I, IV-V-I",chromatic_or_modal,
B diminished_seventh,Bdim7,diminished_seventh,Tone_B,"Tone_B, Tone_D, Tone_F, Tone_G#","0,3,6,9",1,D,diminished,none,"3,6,9","ii-V-I, IV-V-I",chromatic_or_modal,
B diminished_seventh,Bdim7,diminished_seventh,Tone_B,"Tone_B, Tone_D, Tone_F, Tone_G#","0,3,6,9",2,F,diminished,none,"3,6,9","ii-V-I, IV-V-I",chromatic_or_modal,
B diminished_seventh,Bdim7,diminished_seventh,Tone_B,"Tone_B, Tone_D, Tone_F, Tone_G#","0,3,6,9",3,G#,diminished,none,"3,6,9","ii-V-I, IV-V-I",chromatic_or_modal,
B half_diminished,Bm7b5,half_diminished,Tone_B,"Tone_B, Tone_D, Tone_F, Tone_A","0,3,6,10",root,B,half-diminished,none,"3,6","ii-V-I, IV-V-I",chromatic_or_modal,
B half_diminished,Bm7b5,half_diminished,Tone_B,"Tone_B, Tone_D, Tone_F, Tone_A","0,3,6,10",1,D,half-diminished,none,"3,6","ii-V-I, IV-V-I",chromatic_or_modal,
B half_diminished,Bm7b5,half_diminished,Tone_B,"Tone_B, Tone_D, Tone_F, Tone_A","0,3,6,10",2,F,half-diminished,none,"3,6","ii-V-I, IV-V-I",chromatic_or_modal,
B half_diminished,Bm7b5,half_diminished,Tone_B,"Tone_B, Tone_D, Tone_F, Tone_A","0,3,6,10",3,A,half-diminished,none,"3,6","ii-V-I, IV-V-I",chromatic_or_modal,
B minor_major_seventh,BmM7,minor_major_seventh,Tone_B,"Tone_B, Tone_D, Tone_F#, Tone_A#","0,3,7,11",root,B,minor,none,"3,11","ii-V-I, IV-V-I",chromatic_or_modal,
B minor_major_seventh,BmM7,minor_major_seventh,Tone_B,"Tone_B, Tone_D, Tone_F#, Tone_A#","0,3,7,11",1,D,minor,none,"3,11","ii-V-I, IV-V-I",chromatic_or_modal,
B minor_major_seventh,BmM7,minor_major_seventh,Tone_B,"Tone_B, Tone_D, Tone_F#, Tone_A#","0,3,7,11",2,F#,minor,none,"3,11","ii-V-I, IV-V-I",chromatic_or_modal,
B minor_major_seventh,BmM7,minor_major_seventh,Tone_B,"Tone_B, Tone_D, Tone_F#, Tone_A#","0,3,7,11",3,A#,minor,none,"3,11","ii-V-I, IV-V-I",chromatic_or_modal,
B ninth,B9,ninth,Tone_B,"Tone_B, Tone_D#, Tone_F#, Tone_A, Tone_C#","0,4,7,10,14",root,B,dominant,14,none,"ii-V-I, IV-V-I",chromatic_or_modal,1:5/4:3/2:16/9:9/4
B ninth,B9,ninth,Tone_B,"Tone_B, Tone_D#, Tone_F#, Tone_A, Tone_C#","0,4,7,10,14",1,D#,dominant,14,none,"ii-V-I, IV-V-I",chromatic_or_modal,1:5/4:3/2:16/9:9/4
B ninth,B9,ninth,Tone_B,"Tone_B, Tone_D#, Tone_F#, Tone_A, Tone_C#","0,4,7,10,14",2,F#,dominant,14,none,"ii-V-I, IV-V-I",chromatic_or_modal,1:5/4:3/2:16/9:9/4
B ninth,B9,ninth,Tone_B,"Tone_B, Tone_D#, Tone_F#, Tone_A, Tone_C#","0,4,7,10,14",3,A,dominant,14,none,"ii-V-I, IV-V-I",chromatic_or_modal,1:5/4:3/2:16/9:9/4
B ninth,B9,ninth,Tone_B,"Tone_B, Tone_D#, Tone_F#, Tone_A, Tone_C#","0,4,7,10,14",4,C#,dominant,14,none,"ii-V-I, IV-V-I",chromatic_or_modal,1:5/4:3/2:16/9:9/4
B eleventh,B11,eleventh,Tone_B,"Tone_B, Tone_D#, Tone_F#, Tone_A, Tone_C#, Tone_E","0,4,7,10,14,17",root,B,dominant,"14,17",none,"ii-V-I, IV-V-I",chromatic_or_modal,1:5/4:3/2:16/9:9/4:11/4
B eleventh,B11,eleventh,Tone_B,"Tone_B, Tone_D#, Tone_F#, Tone_A, Tone_C#, Tone_E","0,4,7,10,14,17",1,D#,dominant,"14,17",none,"ii-V-I, IV-V-I",chromatic_or_modal,1:5/4:3/2:16/9:9/4:11/4
B eleventh,B11,eleventh,Tone_B,"Tone_B, Tone_D#, Tone_F#, Tone_A, Tone_C#, Tone_E","0,4,7,10,14,17",2,F#,dominant,"14,17",none,"ii-V-I, IV-V-I",chromatic_or_modal,1:5/4:3/2:16/9:9/4:11/4
B eleventh,B11,eleventh,Tone_B,"Tone_B, Tone_D#, Tone_F#, Tone_A, Tone_C#, Tone_E","0,4,7,10,14,17",3,A,dominant,"14,17",none,"ii-V-I, IV-V-I",chromatic_or_modal,1:5/4:3/2:16/9:9/4:11/4
B eleventh,B11,eleventh,Tone_B,"Tone_B, Tone_D#, Tone_F#, Tone_A, Tone_C#, Tone_E","0,4,7,10,14,17",4,C#,dominant,"14,17",none,"ii-V-I, IV-V-I",chromatic_or_modal,1:5/4:3/2:16/9:9/4:11/4
B eleventh,B11,eleventh,Tone_B,"Tone_B, Tone_D#, Tone_F#, Tone_A, Tone_C#, Tone_E","0,4,7,10,14,17",5,E,dominant,"14,17",none,"ii-V-I, IV-V-I",chromatic_or_modal,1:5/4:3/2:16/9:9/4:11/4
B thirteenth,B13,thirteenth,Tone_B,"Tone_B, Tone_D#, Tone_F#, Tone_A, Tone_C#, Tone_E, Tone_G#","0,4,7,10,14,17,21",root,B,dominant,"14,17,21",none,"ii-V-I, IV-V-I",chromatic_or_modal,1:5/4:3/2:16/9:9/4:11/4:13/4
B thirteenth,B13,thirteenth,Tone_B,"Tone_B, Tone_D#, Tone_F#, Tone_A, Tone_C#, Tone_E, Tone_G#","0,4,7,10,14,17,21",1,D#,dominant,"14,17,21",none,"ii-V-I, IV-V-I",chromatic_or_modal,1:5/4:3/2:16/9:9/4:11/4:13/4
B thirteenth,B13,thirteenth,Tone_B,"Tone_B, Tone_D#, Tone_F#, Tone_A, Tone_C#, Tone_E, Tone_G#","0,4,7,10,14,17,21",2,F#,dominant,"14,17,21",none,"ii-V-I, IV-V-I",chromatic_or_modal,1:5/4:3/2:16/9:9/4:11/4:13/4
