lower_note,upper_note,interval_name,semitones,frequency_ratio,cents,harmonic_series_position,consonance_level,interval_class,compound_interval,enharmonic_spellings,beat_frequency_hz_440,beat_frequency_hz_432,lower_freq_hz_440,upper_freq_hz_440,lower_freq_hz_432,upper_freq_hz_432,resolution_vectors,functional_tendencies,modern_applications,constructive_interference_ratio,destructive_interference_ratio,interference_pattern_type,phase_relationship_degrees,roughness_index
B1,G2,minor sixth,8,8:5,800,none,mild dissonant,m6,simple,minor sixth/augmented fifth,36.26,35.6,61.74,98.0,60.61745454545460,96.21818181818180,expand_to_octave|contract_to_fifth|chromatic_approach_to_fifth,submediant_approach|deceptive_resolution,dorian_characteristic|add6_color|chromatic_mediant,0.5339,0.0803,roughness,93.6,0.687
B1,A2,minor seventh,10,16:9,1000,none,dissonant,m7,simple,minor seventh,48.26,47.38,61.74,110.0,60.61745454545460,108.0,resolution_down_to_sixth|resolution_up_to_octave|suspension_character,dominant_seventh_dissonance|modal_mixture,modal_frame|min7_chord_color|blues_harmony_foundation,0.3141,0.1792,roughness,93.6,0.087
B1,B2,perfect octave,12,2:1,1200,2nd harmonic,consonant,P8,simple,perfect octave,61.73,60.61,61.74,123.47,60.61745454545460,121.22509090909100,stable|register_doubling|harmonic_reinforcement,tonic_reinforcement|structural_support,octave_displacement|register_transfer|harmonic_series_anchor,0.9984,0.0002,consonant_roughness,262.8,0.2648
B1,C3,minor ninth,13,32:15,1300,none,dissonant,m9,compound,minor second + octave,69.07,67.81,61.74,130.81,60.61745454545460,128.43163636363600,up_half_step|down_half_step|chromatic_voice_exchange|compound_spacing|register_displacement,leading_tone_resolution|neighbor_tone|extended_harmony,cluster_harmony|semitone_displacement|chromatic_saturation|jazz_extensions|contemporary_color,0.4572,0.1061,roughness,25.2,0.8093
B1,D3,minor tenth,15,12:5,1500,none,consonant,m10,compound,minor third + octave,85.09,83.54,61.74,146.83,60.61745454545460,144.16036363636400,stable|expand_to_fifth|contract_to_unison|compound_spacing|register_displacement,tonic_triad_member|subdominant_approach|extended_harmony,modal_color_tone|add9_chord_component|polychord_element|jazz_extensions|contemporary_color,0.2091,0.2744,roughness,32.4,0.6491
B1,E3,perfect eleventh,17,8:3,1700,4th harmonic,consonant,P11,compound,perfect fourth + octave,103.07,101.2,61.74,164.81,60.61745454545460,161.81345454545500,stable|suspension_down_to_third|quartal_voice_leading|compound_spacing|register_displacement,suspension_preparation|plagal_motion|extended_harmony,quartal_harmony_foundation|sus4_color|modal_frame|jazz_extensions|contemporary_color,0.13,0.401,separate_tones,25.2,0.4693
B1,F3,augmented eleventh,18,45:16,1800,none,dissonant,A11,compound,tritone + octave,112.87,110.82,61.74,174.61,60.61745454545460,171.43527272727300,resolution_to_sixth|resolution_to_third|chromatic_slide|stable_in_symmetric_contexts|compound_spacing|register_displacement,dominant_seventh_tension|diminished_chord_core|extended_harmony,symmetric_scale_anchor|french_sixth_color|whole_tone_element|jazz_extensions|contemporary_color,0.1077,0.453,separate_tones,313.2,0.3713
B1,G3,minor thirteenth,20,8:5,2000,none,mild dissonant,m13,compound,minor sixth + octave,134.26,131.82,61.74,196.0,60.61745454545460,192.43636363636400,expand_to_octave|contract_to_fifth|chromatic_approach_to_fifth|compound_spacing|register_displacement,submediant_approach|deceptive_resolution|extended_harmony,dorian_characteristic|add6_color|chromatic_mediant|jazz_extensions|contemporary_color,0.0785,0.5401,separate_tones,93.6,0.1574
B1,A3,minor fourteenth,22,16:9,2200,none,dissonant,m14,compound,minor seventh + octave,158.26,155.38,61.74,220.0,60.61745454545460,216.0,resolution_down_to_sixth|resolution_up_to_octave|suspension_character|compound_spacing|register_displacement,dominant_seventh_dissonance|modal_mixture|extended_harmony,modal_frame|min7_chord_color|blues_harmony_foundation|jazz_extensions|contemporary_color,0.0601,0.6099,separate_tones,93.6,0.1
B1,B3,perfect fifteenth,24,4:1,2400,2nd harmonic,consonant,P15,compound,double octave,185.2,181.83,61.74,246.94,60.61745454545460,242.45018181818200,stable|register_doubling|harmonic_reinforcement|compound_spacing|register_displacement,tonic_reinforcement|structural_support|extended_harmony,octave_displacement|register_transfer|harmonic_series_anchor|jazz_extensions|contemporary_color,0.0476,0.6666,separate_tones,72.0,0.1
C2,D2,major second,2,9:8,200,9th harmonic,mild dissonant,M2,simple,major second,8.01,7.86,65.41,73.42,64.22072727272730,72.08509090909090,step_resolution_both_directions|leap_to_consonance,passing_tone|suspension_resolution,quartal_harmony|secunda_harmony|tone_cluster_component,0.9752,0.0025,moderate_beating,3.6,0.267
C2,E2,major third,4,5:4,400,5th harmonic,consonant,M3,simple,major third/diminished fourth,17.0,16.69,65.41,82.41,64.22072727272730,80.91163636363640,stable|expand_to_fifth|contract_to_unison,dominant_chord_member|resolution_goal,lydian_characteristic|maj7#11_color|bitonality_anchor,0.9099,0.0098,consonant_fast_beating,0.0,0.17
C2,F2,perfect fourth,5,4:3,500,4th harmonic,consonant,P4,simple,perfect fourth,21.9,21.5,65.41,87.31,64.22072727272730,85.72254545454550,stable|suspension_down_to_third|quartal_voice_leading,suspension_preparation|plagal_motion,quartal_harmony_foundation|sus4_color|modal_frame,0.9854,0.0015,consonant_fast_beating,324.0,0.219
C2,G2,perfect fifth,7,3:2,700,3rd harmonic,consonant,P5,simple,perfect fifth,32.59,32.0,65.41,98.0,64.22072727272730,96.21818181818180,stable|power_interval|open_voicing_foundation,tonic_stability|dominant_generator,quartal_extension|power_chord_core|modal_drone,0.9827,0.0018,consonant_roughness,212.4,0.2611
C2,A2,major sixth,9,5:3,900,none,mild dissonant,M6,simple,major sixth,44.59,43.78,65.41,110.0,64.22072727272730,108.0,expand_to_octave|contract_to_fifth|leading_tone_preparation,submediant_function|deceptive_cadence,lydian_extension|maj13_color|neapolitan_preparation,0.355,0.1538,roughness,212.4,0.2705
C2,B2,major seventh,11,15:8,1100,15th harmonic,dissonant,M7,simple,major seventh/diminished octave,58.06,57.0,65.41,123.47,64.22072727272730,121.22509090909100,resolution_up_to_octave|chromatic_approach|half_step_tension,leading_tone_function|dominant_preparation,maj7_chord_color|chromatic_harmony|impressionist_dissonance,0.4709,0.101,roughness,21.6,0.9194
C2,C3,perfect octave,12,2:1,1200,2nd harmonic,consonant,P8,simple,perfect octave,65.4,64.21,65.41,130.81,64.22072727272730,128.43163636363600,stable|register_doubling|harmonic_reinforcement,tonic_reinforcement|structural_support,octave_displacement|register_transfer|harmonic_series_anchor,0.9985,0.0002,consonant_roughness,144.0,0.2538
C2,D3,major ninth,14,9:4,1400,9th harmonic,mild dissonant,M9,compound,major second + octave,81.42,79.94,65.41,146.83,64.22072727272730,144.16036363636400,step_resolution_both_directions|leap_to_consonance|compound_spacing|register_displacement,passing_tone|suspension_resolution|extended_harmony,quartal_harmony|secunda_harmony|tone_cluster_component|jazz_extensions|contemporary_color,0.2901,0.1966,roughness,151.2,0.6858
C2,E3,major tenth,16,5:2,1600,5th harmonic,consonant,M10,compound,major third + octave,99.4,97.59,65.41,164.81,64.22072727272730,161.81345454545500,stable|expand_to_fifth|contract_to_unison|compound_spacing|register_displacement,dominant_chord_member|resolution_goal|extended_harmony,lydian_characteristic|maj7#11_color|bitonality_anchor|jazz_extensions|contemporary_color,0.1614,0.342,roughness,144.0,0.506
C2,F3,perfect eleventh,17,8:3,1700,4th harmonic,consonant,P11,compound,perfect fourth + octave,109.2,107.21,65.41,174.61,64.22072727272730,171.43527272727300,stable|suspension_down_to_third|quartal_voice_leading|compound_spacing|register_displacement,suspension_preparation|plagal_motion|extended_harmony,quartal_harmony_foundation|sus4_color|modal_frame|jazz_extensions|contemporary_color,0.13,0.401,separate_tones,72.0,0.408
C2,G3,perfect twelfth,19,3:1,1900,3rd harmonic,consonant,P12,compound,perfect fifth + octave,130.59,128.22,65.41,196.0,64.22072727272730,192.43636363636400,stable|power_interval|open_voicing_foundation|compound_spacing|register_displacement,tonic_stability|dominant_generator|extended_harmony,quartal_extension|power_chord_core|modal_drone|jazz_extensions|contemporary_color,0.0912,0.4991,separate_tones,212.4,0.1941
C2,A3,major thirteenth,21,5:3,2100,none,mild dissonant,M13,compound,major sixth + octave,154.59,151.78,65.41,220.0,64.22072727272730,216.0,expand_to_octave|contract_to_fifth|leading_tone_preparation|compound_spacing|register_displacement,submediant_function|deceptive_cadence|extended_harmony,lydian_extension|maj13_color|neapolitan_preparation|jazz_extensions|contemporary_color,0.0683,0.5769,separate_tones,212.4,0.1
C2,B3,major fourteenth,23,15:4,2300,15th harmonic,dissonant,M14,compound,major seventh + octave,181.53,178.23,65.41,246.94,64.22072727272730,242.45018181818200,resolution_up_to_octave|chromatic_approach|half_step_tension|compound_spacing|register_displacement,leading_tone_function|dominant_preparation|extended_harmony,maj7_chord_color|chromatic_harmony|impressionist_dissonance|jazz_extensions|contemporary_color,0.0533,0.6397,separate_tones,190.8,0.1
C2,C4,perfect fifteenth,24,4:1,2400,2nd harmonic,consonant,P15,compound,double octave,196.22,192.65,65.41,261.63,64.22072727272730,256.8730909090910,stable|register_doubling|harmonic_reinforcement|compound_spacing|register_displacement,tonic_reinforcement|structural_support|extended_harmony,octave_displacement|register_transfer|harmonic_series_anchor|jazz_extensions|contemporary_color,0.0476,0.6666,separate_tones,79.2,0.1
C#2/Db2,D2,minor second,1,16:15,100,none,dissonant,m2,simple,minor second/augmented unison,4.12,4.05,69.3,73.42,68.04000000000000,72.08509090909090,up_half_step|down_half_step|chromatic_voice_exchange,leading_tone_resolution|neighbor_tone,cluster_harmony|semitone_displacement|chromatic_saturation,0.7607,0.0305,moderate_beating,43.2,0.1373
C#2/Db2,E2,minor third,3,6:5,300,none,consonant,m3,simple,minor third,13.11,12.87,69.3,82.41,68.04000000000000,80.91163636363640,stable|expand_to_fifth|contract_to_unison,tonic_triad_member|subdominant_approach,modal_color_tone|add9_chord_component|polychord_element,0.9023,0.0107,fast_beating,39.6,0.437
C#2/Db2,F2,major third,4,5:4,400,5th harmonic,consonant,M3,simple,major third/diminished fourth,18.01,17.68,69.3,87.31,68.04000000000000,85.72254545454550,stable|expand_to_fifth|contract_to_unison,dominant_chord_member|resolution_goal,lydian_characteristic|maj7#11_color|bitonality_anchor,0.91,0.0098,consonant_fast_beating,3.6,0.1801
C#2/Db2,G2,tritone,6,45:32,600,none,dissonant,TT,simple,augmented fourth/diminished fifth,28.7,28.18,69.3,98.0,68.04000000000000,96.21818181818180,resolution_to_sixth|resolution_to_third|chromatic_slide|stable_in_symmetric_contexts,dominant_seventh_tension|diminished_chord_core,symmetric_scale_anchor|french_sixth_color|whole_tone_element,0.5531,0.0748,fast_beating,252.0,0.9567
C#2/Db2,A2,minor sixth,8,8:5,800,none,mild dissonant,m6,simple,minor sixth/augmented fifth,40.7,39.96,69.3,110.0,68.04000000000000,108.0,expand_to_octave|contract_to_fifth|chromatic_approach_to_fifth,submediant_approach|deceptive_resolution,dorian_characteristic|add6_color|chromatic_mediant,0.5339,0.0803,roughness,252.0,0.465
C#2/Db2,B2,minor seventh,10,16:9,1000,none,dissonant,m7,simple,minor seventh,54.17,53.19,69.3,123.47,68.04000000000000,121.22509090909100,resolution_down_to_sixth|resolution_up_to_octave|suspension_character,dominant_seventh_dissonance|modal_mixture,modal_frame|min7_chord_color|blues_harmony_foundation,0.3141,0.1792,roughness,61.2,0.9583
C#2/Db2,C3,major seventh,11,15:8,1100,15th harmonic,dissonant,M7,simple,major seventh/diminished octave,61.51,60.39,69.3,130.81,68.04000000000000,128.43163636363600,resolution_up_to_octave|chromatic_approach|half_step_tension,leading_tone_function|dominant_preparation,maj7_chord_color|chromatic_harmony|impressionist_dissonance,0.4708,0.1011,roughness,183.6,0.8849
C#2/Db2,D3,minor ninth,13,32:15,1300,none,dissonant,m9,compound,minor second + octave,77.53,76.12,69.3,146.83,68.04000000000000,144.16036363636400,up_half_step|down_half_step|chromatic_voice_exchange|compound_spacing|register_displacement,leading_tone_resolution|neighbor_tone|extended_harmony,cluster_harmony|semitone_displacement|chromatic_saturation|jazz_extensions|contemporary_color,0.4571,0.1062,roughness,190.8,0.7247
C#2/Db2,E3,minor tenth,15,12:5,1500,none,consonant,m10,compound,minor third + octave,95.51,93.77,69.3,164.81,68.04000000000000,161.81345454545500,stable|expand_to_fifth|contract_to_unison|compound_spacing|register_displacement,tonic_triad_member|subdominant_approach|extended_harmony,modal_color_tone|add9_chord_component|polychord_element|jazz_extensions|contemporary_color,0.2091,0.2744,roughness,183.6,0.5449
C#2/Db2,F3,major tenth,16,5:2,1600,5th harmonic,consonant,M10,compound,major third + octave,105.31,103.4,69.3,174.61,68.04000000000000,171.43527272727300,stable|expand_to_fifth|contract_to_unison|compound_spacing|register_displacement,dominant_chord_member|resolution_goal|extended_harmony,lydian_characteristic|maj7#11_color|bitonality_anchor|jazz_extensions|contemporary_color,0.1614,0.3419,separate_tones,111.6,0.4469
C#2/Db2,G3,augmented eleventh,18,45:16,1800,none,dissonant,A11,compound,tritone + octave,126.7,124.4,69.3,196.0,68.04000000000000,192.43636363636400,resolution_to_sixth|resolution_to_third|chromatic_slide|stable_in_symmetric_contexts|compound_spacing|register_displacement,dominant_seventh_tension|diminished_chord_core|extended_harmony,symmetric_scale_anchor|french_sixth_color|whole_tone_element|jazz_extensions|contemporary_color,0.1077,0.453,separate_tones,252.0,0.233
C#2/Db2,A3,minor thirteenth,20,8:5,2000,none,mild dissonant,m13,compound,minor sixth + octave,150.7,147.96,69.3,220.0,68.04000000000000,216.0,expand_to_octave|contract_to_fifth|chromatic_approach_to_fifth|compound_spacing|register_displacement,submediant_approach|deceptive_resolution|extended_harmony,dorian_characteristic|add6_color|chromatic_mediant|jazz_extensions|contemporary_color,0.0785,0.5401,separate_tones,252.0,0.1
C#2/Db2,B3,minor fourteenth,22,16:9,2200,none,dissonant,m14,compound,minor seventh + octave,177.64,174.41,69.3,246.94,68.04000000000000,242.45018181818200,resolution_down_to_sixth|resolution_up_to_octave|suspension_character|compound_spacing|register_displacement,dominant_seventh_dissonance|modal_mixture|extended_harmony,modal_frame|min7_chord_color|blues_harmony_foundation|jazz_extensions|contemporary_color,0.0601,0.6099,separate_tones,230.4,0.1
C#2/Db2,C4,major fourteenth,23,15:4,2300,15th harmonic,dissonant,M14,compound,major seventh + octave,192.33,188.83,69.3,261.63,68.04000000000000,256.8730909090910,resolution_up_to_octave|chromatic_approach|half_step_tension|compound_spacing|register_displacement,leading_tone_function|dominant_preparation|extended_harmony,maj7_chord_color|chromatic_harmony|impressionist_dissonance|jazz_extensions|contemporary_color,0.0533,0.6397,separate_tones,118.8,0.1
D2,E2,major second,2,9:8,200,9th harmonic,mild dissonant,M2,simple,major second,8.99,8.83,73.42,82.41,72.08509090909090,80.91163636363640,step_resolution_both_directions|leap_to_consonance,passing_tone|suspension_resolution,quartal_harmony|secunda_harmony|tone_cluster_component,0.9751,0.0025,moderate_beating,356.4,0.2997
D2,F2,minor third,3,6:5,300,none,consonant,m3,simple,minor third,13.89,13.64,73.42,87.31,72.08509090909090,85.72254545454550,stable|expand_to_fifth|contract_to_unison,tonic_triad_member|subdominant_approach,modal_color_tone|add9_chord_component|polychord_element,0.9024,0.0107,fast_beating,320.4,0.463
D2,G2,perfect fourth,5,4:3,500,4th harmonic,consonant,P4,simple,perfect fourth,24.58,24.13,73.42,98.0,72.08509090909090,96.21818181818180,stable|suspension_down_to_third|quartal_voice_leading,suspension_preparation|plagal_motion,quartal_harmony_foundation|sus4_color|modal_frame,0.9857,0.0015,consonant_fast_beating,208.8,0.2458
D2,A2,perfect fifth,7,3:2,700,3rd harmonic,consonant,P5,simple,perfect fifth,36.58,35.91,73.42,110.0,72.08509090909090,108.0,stable|power_interval|open_voicing_foundation,tonic_stability|dominant_generator,quartal_extension|power_chord_core|modal_drone,0.9826,0.0018,consonant_roughness,208.8,0.2013
D2,B2,major sixth,9,5:3,900,none,mild dissonant,M6,simple,major sixth,50.05,49.14,73.42,123.47,72.08509090909090,121.22509090909100,expand_to_octave|contract_to_fifth|leading_tone_preparation,submediant_function|deceptive_cadence,lydian_extension|maj13_color|neapolitan_preparation,0.355,0.1538,roughness,18.0,0.9995
D2,C3,minor seventh,10,16:9,1000,none,dissonant,m7,simple,minor seventh,57.39,56.35,73.42,130.81,72.08509090909090,128.43163636363600,resolution_down_to_sixth|resolution_up_to_octave|suspension_character,dominant_seventh_dissonance|modal_mixture,modal_frame|min7_chord_color|blues_harmony_foundation,0.3141,0.1792,roughness,140.4,0.9261
D2,D3,perfect octave,12,2:1,1200,2nd harmonic,consonant,P8,simple,perfect octave,73.41,72.08,73.42,146.83,72.08509090909090,144.16036363636400,stable|register_doubling|harmonic_reinforcement,tonic_reinforcement|structural_support,octave_displacement|register_transfer|harmonic_series_anchor,0.9986,0.0001,consonant_roughness,147.6,0.2298
